image_id,class_id,x_center,y_center,width,height
CCTV01^20260318-110000-20260318-120000_000227.txt,0,0.849684,0.493437,0.023227,0.072264
CCTV01^20260318-110000-20260318-120000_000227.txt,0,0.511602,0.441007,0.024062,0.055903
CCTV01^20260318-110000-20260318-120000_000227.txt,2,0.884113,0.593653,0.037336,0.066222
CCTV01^20260318-110000-20260318-120000_000227.txt,3,0.522801,0.876847,0.069695,0.175667
CCTV01^20260318-110000-20260318-120000_000227.txt,3,0.665914,0.474187,0.034016,0.086875
CCTV01^20260318-110000-20260318-120000_000227.txt,4,0.353969,0.456417,0.032359,0.063417
CCTV01^20260318-110000-20260318-120000_000227.txt,10,0.103828,0.521389,0.152656,0.175361
CCTV01^20260318-110000-20260318-120000_000227.txt,10,0.163148,0.565562,0.155141,0.193208
CCTV01^20260318-110000-20260318-120000_000227.txt,10,0.210437,0.439486,0.103703,0.135639
CCTV01^20260318-110000-20260318-120000_000227.txt,6,0.124156,0.718285,0.194969,0.256486
CCTV01^20260318-110000-20260318-120000_000228.txt,3,0.767965,0.842257,0.07218,0.182903
CCTV01^20260318-110000-20260318-120000_000228.txt,10,0.188871,0.546535,0.150164,0.196153
CCTV01^20260318-110000-20260318-120000_000228.txt,10,0.212102,0.430604,0.103703,0.126847
CCTV01^20260318-110000-20260318-120000_000228.txt,6,0.210441,0.620208,0.148508,0.201917
CCTV01^20260318-110000-20260318-120000_000228.txt,3,0.525293,0.880528,0.063055,0.185694
CCTV01^20260318-110000-20260318-120000_000228.txt,10,0.103414,0.526472,0.155141,0.182889
CCTV01^20260318-110000-20260318-120000_000228.txt,5,0.68002,0.50509,0.040648,0.092931
CCTV01^20260318-110000-20260318-120000_000228.txt,2,0.954633,0.688868,0.052266,0.082597
CCTV01^20260318-110000-20260318-120000_000228.txt,1,0.242379,0.877507,0.029867,0.088486
CCTV01^20260318-110000-20260318-120000_000228.txt,1,0.315805,0.706486,0.015766,0.05325
CCTV01^20260318-110000-20260318-120000_000228.txt,1,0.874156,0.915118,0.029031,0.101764
CCTV01^20260318-110000-20260318-120000_000228.txt,1,0.94509,0.779431,0.028211,0.075222
CCTV01^20260318-110000-20260318-120000_000228.txt,1,0.707812,0.572271,0.021578,0.073597
CCTV01^20260318-110000-20260318-120000_000228.txt,1,0.734363,0.52441,0.02157,0.063431
CCTV01^20260318-110000-20260318-120000_000228.txt,1,0.64725,0.523597,0.01825,0.05325
CCTV01^20260318-110000-20260318-120000_000228.txt,0,0.355215,0.910104,0.054758,0.115042
CCTV01^20260318-110000-20260318-120000_000228.txt,0,0.221223,0.724187,0.030695,0.097208
CCTV01^20260318-110000-20260318-120000_000228.txt,0,0.269762,0.707299,0.029867,0.095875
CCTV01^20260318-110000-20260318-120000_000228.txt,0,0.327418,0.50509,0.020742,0.063431
CCTV01^20260318-110000-20260318-120000_000228.txt,0,0.297953,0.457153,0.019875,0.050139
CCTV01^20260318-110000-20260318-120000_000228.txt,0,0.512434,0.435764,0.022398,0.048667
CCTV01^20260318-110000-20260318-120000_000228.txt,0,0.897387,0.580458,0.022398,0.075222
CCTV01^20260318-110000-20260318-120000_000228.txt,2,0.836824,0.512465,0.030695,0.072264
CCTV01^20260318-110000-20260318-120000_000229.txt,0,0.275566,0.935028,0.054758,0.094389
CCTV01^20260318-110000-20260318-120000_000229.txt,0,0.256488,0.751472,0.029867,0.110472
CCTV01^20260318-110000-20260318-120000_000229.txt,0,0.297137,0.705083,0.031523,0.091444
CCTV01^20260318-110000-20260318-120000_000229.txt,0,0.215004,0.623896,0.028211,0.076847
CCTV01^20260318-110000-20260318-120000_000229.txt,0,0.270176,0.616514,0.027383,0.056194
CCTV01^20260318-110000-20260318-120000_000229.txt,0,0.512016,0.438715,0.016594,0.048681
CCTV01^20260318-110000-20260318-120000_000229.txt,0,0.924352,0.646021,0.028203,0.076542
CCTV01^20260318-110000-20260318-120000_000229.txt,0,0.849266,0.492625,0.019078,0.059139
CCTV01^20260318-110000-20260318-120000_000229.txt,0,0.80032,0.457889,0.024062,0.057528
CCTV01^20260318-110000-20260318-120000_000229.txt,2,0.884113,0.623972,0.032352,0.106194
CCTV01^20260318-110000-20260318-120000_000229.txt,5,0.721918,0.650368,0.063055,0.138653
CCTV01^20260318-110000-20260318-120000_000229.txt,3,0.523633,0.878979,0.061391,0.185847
CCTV01^20260318-110000-20260318-120000_000229.txt,1,0.408723,0.508188,0.020742,0.051625
CCTV01^20260318-110000-20260318-120000_000229.txt,1,0.705738,0.827431,0.022398,0.09425
CCTV01^20260318-110000-20260318-120000_000229.txt,1,0.716938,0.747785,0.023234,0.079792
CCTV01^20260318-110000-20260318-120000_000229.txt,1,0.857977,0.811285,0.026547,0.082597
CCTV01^20260318-110000-20260318-120000_000229.txt,1,0.864613,0.735917,0.02157,0.064889
CCTV01^20260318-110000-20260318-120000_000229.txt,1,0.803223,0.51991,0.018258,0.051764
CCTV01^20260318-110000-20260318-120000_000229.txt,1,0.729797,0.518507,0.019078,0.054569
CCTV01^20260318-110000-20260318-120000_000229.txt,1,0.386324,0.552438,0.022398,0.051625
CCTV01^20260318-110000-20260318-120000_000229.txt,10,0.098375,0.765535,0.19675,0.336347
CCTV01^20260318-110000-20260318-120000_000229.txt,10,0.101758,0.521389,0.151828,0.175361
CCTV01^20260318-110000-20260318-120000_000229.txt,10,0.208781,0.434292,0.105359,0.140111
CCTV01^20260318-110000-20260318-120000_000229.txt,10,0.210855,0.522125,0.139383,0.191889
CCTV01^20260318-110000-20260318-120000_000229.txt,6,0.29216,0.528097,0.104539,0.1475
CCTV01^20260318-110000-20260318-120000_000231.txt,9,0.77916,0.569396,0.073008,0.156347
CCTV01^20260318-110000-20260318-120000_000231.txt,7,0.652641,0.469028,0.034016,0.085694
CCTV01^20260318-110000-20260318-120000_000231.txt,11,0.716523,0.441076,0.065547,0.115042
CCTV01^20260318-110000-20260318-120000_000231.txt,0,0.354801,0.512465,0.020742,0.057514
CCTV01^20260318-110000-20260318-120000_000231.txt,0,0.330738,0.511875,0.022398,0.059
CCTV01^20260318-110000-20260318-120000_000231.txt,0,0.310828,0.486722,0.019078,0.056194
CCTV01^20260318-110000-20260318-120000_000231.txt,3,0.524043,0.880528,0.07218,0.188944
CCTV01^20260318-110000-20260318-120000_000231.txt,0,0.499988,0.462319,0.020742,0.060472
CCTV01^20260318-110000-20260318-120000_000231.txt,0,0.845949,0.535396,0.019086,0.052958
CCTV01^20260318-110000-20260318-120000_000231.txt,0,0.939699,0.67766,0.030695,0.084069
CCTV01^20260318-110000-20260318-120000_000231.txt,10,0.125398,0.842917,0.212391,0.308111
CCTV01^20260318-110000-20260318-120000_000231.txt,10,0.183891,0.621604,0.160125,0.216819
CCTV01^20260318-110000-20260318-120000_000231.txt,10,0.252336,0.482229,0.142703,0.162236
CCTV01^20260318-110000-20260318-120000_000231.txt,10,0.210855,0.437243,0.104539,0.146014
CCTV01^20260318-110000-20260318-120000_000231.txt,10,0.102586,0.517771,0.158469,0.174042
CCTV01^20260318-110000-20260318-120000_000231.txt,6,0.377613,0.435104,0.079648,0.123736
CCTV01^20260318-110000-20260318-120000_000232.txt,7,0.722332,0.472049,0.037336,0.088486
CCTV01^20260318-110000-20260318-120000_000232.txt,3,0.277641,0.82891,0.062219,0.121097
CCTV01^20260318-110000-20260318-120000_000232.txt,3,0.526121,0.876181,0.05807,0.177
CCTV01^20260318-110000-20260318-120000_000232.txt,3,0.693707,0.525146,0.03982,0.067847
CCTV01^20260318-110000-20260318-120000_000232.txt,10,0.192188,0.616521,0.158469,0.233181
CCTV01^20260318-110000-20260318-120000_000232.txt,10,0.103828,0.524333,0.154312,0.178611
CCTV01^20260318-110000-20260318-120000_000232.txt,10,0.21293,0.432896,0.103703,0.137319
CCTV01^20260318-110000-20260318-120000_000232.txt,10,0.266855,0.470576,0.146852,0.147486
CCTV01^20260318-110000-20260318-120000_000232.txt,6,0.40209,0.408556,0.082133,0.100139
CCTV01^20260318-110000-20260318-120000_000232.txt,9,0.938117,0.824417,0.123766,0.241889
CCTV01^20260318-110000-20260318-120000_000232.txt,7,0.695367,0.610542,0.048125,0.138639
CCTV01^20260318-110000-20260318-120000_000232.txt,11,0.825207,0.596604,0.105367,0.196014
CCTV01^20260318-110000-20260318-120000_000232.txt,10,0.235328,0.686507,0.151828,0.299403
CCTV01^20260318-110000-20260318-120000_000232.txt,1,0.252754,0.929868,0.029039,0.084069
CCTV01^20260318-110000-20260318-120000_000232.txt,1,0.222887,0.876847,0.029039,0.083917
CCTV01^20260318-110000-20260318-120000_000232.txt,0,0.953391,0.672493,0.034844,0.091458
CCTV01^20260318-110000-20260318-120000_000232.txt,0,0.907758,0.640118,0.028203,0.079486
CCTV01^20260318-110000-20260318-120000_000233.txt,7,0.815668,0.617924,0.056414,0.112097
CCTV01^20260318-110000-20260318-120000_000233.txt,7,0.716523,0.761854,0.058906,0.172597
CCTV01^20260318-110000-20260318-120000_000233.txt,3,0.193848,0.852507,0.06057,0.123736
CCTV01^20260318-110000-20260318-120000_000233.txt,3,0.297137,0.731632,0.049773,0.097347
CCTV01^20260318-110000-20260318-120000_000233.txt,3,0.525703,0.884222,0.065469,0.198972
CCTV01^20260318-110000-20260318-120000_000233.txt,3,0.797414,0.786875,0.059734,0.131417
CCTV01^20260318-110000-20260318-120000_000233.txt,3,0.633145,0.386354,0.028211,0.050153
CCTV01^20260318-110000-20260318-120000_000233.txt,3,0.655957,0.429278,0.029039,0.04425
CCTV01^20260318-110000-20260318-120000_000233.txt,0,0.122082,0.724111,0.034852,0.07375
CCTV01^20260318-110000-20260318-120000_000233.txt,0,0.748465,0.466153,0.02157,0.059
CCTV01^20260318-110000-20260318-120000_000233.txt,0,0.771695,0.443882,0.01825,0.050153
CCTV01^20260318-110000-20260318-120000_000233.txt,0,0.822719,0.483042,0.020734,0.069167
CCTV01^20260318-110000-20260318-120000_000233.txt,1,0.24902,0.76984,0.023227,0.070792
CCTV01^20260318-110000-20260318-120000_000233.txt,1,0.282617,0.819979,0.025719,0.067847
CCTV01^20260318-110000-20260318-120000_000233.txt,1,0.281375,0.665118,0.023234,0.064903
CCTV01^20260318-110000-20260318-120000_000233.txt,1,0.774188,0.535472,0.016594,0.059
CCTV01^20260318-110000-20260318-120000_000233.txt,10,0.19675,0.601771,0.142703,0.226986
CCTV01^20260318-110000-20260318-120000_000233.txt,10,0.366,0.505167,0.126109,0.178611
CCTV01^20260318-110000-20260318-120000_000233.txt,10,0.2905,0.471903,0.159297,0.179944
CCTV01^20260318-110000-20260318-120000_000233.txt,10,0.210855,0.430604,0.101211,0.132736
CCTV01^20260318-110000-20260318-120000_000233.txt,10,0.102172,0.521389,0.151,0.178611
CCTV01^20260318-110000-20260318-120000_000233.txt,6,0.416191,0.390049,0.07882,0.098819
CCTV01^20260318-110000-20260318-120000_000233.txt,10,0.701176,0.512465,0.082961,0.207958
CCTV01^20260318-110000-20260318-120000_000235.txt,0,0.332398,0.750736,0.034016,0.076556
CCTV01^20260318-110000-20260318-120000_000235.txt,1,0.374293,0.528021,0.019914,0.062097
CCTV01^20260318-110000-20260318-120000_000235.txt,1,0.664254,0.478687,0.014102,0.054569
CCTV01^20260318-110000-20260318-120000_000235.txt,1,0.758008,0.453535,0.017422,0.048819
CCTV01^20260318-110000-20260318-120000_000235.txt,0,0.165637,0.834882,0.037336,0.109153
CCTV01^20260318-110000-20260318-120000_000235.txt,0,0.360191,0.884882,0.038164,0.109153
CCTV01^20260318-110000-20260318-120000_000235.txt,0,0.290504,0.906417,0.038164,0.092917
CCTV01^20260318-110000-20260318-120000_000235.txt,0,0.845949,0.741965,0.032352,0.112097
CCTV01^20260318-110000-20260318-120000_000235.txt,0,0.867934,0.620944,0.026555,0.076833
CCTV01^20260318-110000-20260318-120000_000235.txt,0,0.904023,0.6135,0.025719,0.091444
CCTV01^20260318-110000-20260318-120000_000235.txt,0,0.844289,0.495576,0.017422,0.055903
CCTV01^20260318-110000-20260318-120000_000235.txt,0,0.810273,0.501549,0.015766,0.041292
CCTV01^20260318-110000-20260318-120000_000235.txt,0,0.775844,0.497861,0.01825,0.051611
CCTV01^20260318-110000-20260318-120000_000235.txt,3,0.524043,0.877653,0.063883,0.179944
CCTV01^20260318-110000-20260318-120000_000235.txt,1,0.31373,0.825222,0.031523,0.069167
CCTV01^20260318-110000-20260318-120000_000235.txt,3,0.809031,0.909292,0.074672,0.157972
CCTV01^20260318-110000-20260318-120000_000235.txt,3,0.333641,0.587681,0.061391,0.078167
CCTV01^20260318-110000-20260318-120000_000235.txt,3,0.43652,0.482965,0.044805,0.054569
CCTV01^20260318-110000-20260318-120000_000235.txt,3,0.729383,0.727139,0.058078,0.12375
CCTV01^20260318-110000-20260318-120000_000235.txt,3,0.731043,0.573743,0.043148,0.079792
CCTV01^20260318-110000-20260318-120000_000235.txt,3,0.790363,0.566299,0.040648,0.091458
CCTV01^20260318-110000-20260318-120000_000235.txt,3,0.689559,0.438125,0.031523,0.041306
CCTV01^20260318-110000-20260318-120000_000235.txt,7,0.69993,0.4955,0.035672,0.085556
CCTV01^20260318-110000-20260318-120000_000235.txt,10,0.204219,0.569326,0.096234,0.197792
CCTV01^20260318-110000-20260318-120000_000235.txt,10,0.100926,0.518347,0.15182,0.166694
CCTV01^20260318-110000-20260318-120000_000235.txt,10,0.207949,0.432229,0.098727,0.126847
CCTV01^20260318-110000-20260318-120000_000235.txt,10,0.303359,0.45509,0.141875,0.143069
CCTV01^20260318-110000-20260318-120000_000235.txt,6,0.426148,0.390049,0.078812,0.098819
CCTV01^20260318-110000-20260318-120000_000235.txt,6,0.252336,0.719833,0.076328,0.259583
CCTV01^20260318-110000-20260318-120000_000236.txt,6,0.283863,0.612167,0.079648,0.200583
CCTV01^20260318-110000-20260318-120000_000236.txt,6,0.430293,0.388715,0.080477,0.092931
CCTV01^20260318-110000-20260318-120000_000236.txt,3,0.195094,0.927729,0.076328,0.123736
CCTV01^20260318-110000-20260318-120000_000236.txt,3,0.523215,0.876181,0.063883,0.182889
CCTV01^20260318-110000-20260318-120000_000236.txt,3,0.771695,0.750736,0.059734,0.127
CCTV01^20260318-110000-20260318-120000_000236.txt,10,0.206293,0.547125,0.070523,0.177
CCTV01^20260318-110000-20260318-120000_000236.txt,10,0.314973,0.449188,0.141867,0.146014
CCTV01^20260318-110000-20260318-120000_000236.txt,10,0.209195,0.430681,0.096234,0.12375
CCTV01^20260318-110000-20260318-120000_000236.txt,10,0.100926,0.517701,0.15182,0.165347
CCTV01^20260318-110000-20260318-120000_000236.txt,6,0.117918,0.740417,0.23068,0.280083
CCTV01^20260318-110000-20260318-120000_000236.txt,3,0.842215,0.752285,0.064711,0.138653
CCTV01^20260318-110000-20260318-120000_000236.txt,3,0.735191,0.533924,0.044805,0.076542
CCTV01^20260318-110000-20260318-120000_000236.txt,3,0.452699,0.461722,0.045633,0.061944
CCTV01^20260318-110000-20260318-120000_000236.txt,3,0.506211,0.398153,0.041484,0.047194
CCTV01^20260318-110000-20260318-120000_000236.txt,7,0.776258,0.610549,0.065547,0.117986
CCTV01^20260318-110000-20260318-120000_000236.txt,2,0.331984,0.871681,0.051438,0.129944
CCTV01^20260318-110000-20260318-120000_000236.txt,0,0.228277,0.736799,0.034852,0.081125
CCTV01^20260318-110000-20260318-120000_000236.txt,0,0.283035,0.742549,0.029867,0.084069
CCTV01^20260318-110000-20260318-120000_000236.txt,0,0.319535,0.755972,0.029867,0.092917
CCTV01^20260318-110000-20260318-120000_000236.txt,0,0.439836,0.914451,0.034844,0.117847
CCTV01^20260318-110000-20260318-120000_000236.txt,0,0.894484,0.924854,0.041484,0.129792
CCTV01^20260318-110000-20260318-120000_000236.txt,0,0.955047,0.783187,0.039828,0.103403
CCTV01^20260318-110000-20260318-120000_000236.txt,0,0.958367,0.707965,0.033188,0.100153
CCTV01^20260318-110000-20260318-120000_000236.txt,0,0.811934,0.553833,0.029039,0.069167
CCTV01^20260318-110000-20260318-120000_000236.txt,0,0.840555,0.481493,0.023234,0.072264
CCTV01^20260318-110000-20260318-120000_000236.txt,0,0.790777,0.459368,0.026555,0.048681
CCTV01^20260318-110000-20260318-120000_000236.txt,0,0.322027,0.691076,0.019914,0.084069
CCTV01^20260318-110000-20260318-120000_000236.txt,1,0.139922,0.923306,0.027375,0.0795
CCTV01^20260318-110000-20260318-120000_000236.txt,1,0.409555,0.444618,0.015766,0.036875
CCTV01^20260318-110000-20260318-120000_000236.txt,1,0.70491,0.673236,0.024055,0.075222
CCTV01^20260318-110000-20260318-120000_000237.txt,1,0.149047,0.937243,0.032359,0.092931
CCTV01^20260318-110000-20260318-120000_000237.txt,1,0.290086,0.679201,0.025719,0.066514
CCTV01^20260318-110000-20260318-120000_000237.txt,1,0.841383,0.690264,0.024891,0.076556
CCTV01^20260318-110000-20260318-120000_000237.txt,1,0.824793,0.494174,0.019914,0.058986
CCTV01^20260318-110000-20260318-120000_000237.txt,0,0.287598,0.634958,0.037336,0.063278
CCTV01^20260318-110000-20260318-120000_000237.txt,0,0.332398,0.640931,0.024063,0.075222
CCTV01^20260318-110000-20260318-120000_000237.txt,0,0.364754,0.578243,0.025727,0.050153
CCTV01^20260318-110000-20260318-120000_000237.txt,0,0.790363,0.700667,0.029039,0.091444
CCTV01^20260318-110000-20260318-120000_000237.txt,0,0.806957,0.556785,0.019086,0.063264
CCTV01^20260318-110000-20260318-120000_000237.txt,0,0.86918,0.519104,0.022406,0.064903
CCTV01^20260318-110000-20260318-120000_000237.txt,0,0.796168,0.476472,0.022398,0.064889
CCTV01^20260318-110000-20260318-120000_000237.txt,0,0.9825,0.726326,0.035,0.092931
CCTV01^20260318-110000-20260318-120000_000237.txt,0,0.845117,0.474118,0.019078,0.057514
CCTV01^20260318-110000-20260318-120000_000237.txt,2,0.320781,0.724264,0.035672,0.085556
CCTV01^20260318-110000-20260318-120000_000237.txt,7,0.916469,0.805236,0.087109,0.179944
CCTV01^20260318-110000-20260318-120000_000237.txt,3,0.236988,0.822347,0.073836,0.122417
CCTV01^20260318-110000-20260318-120000_000237.txt,3,0.242383,0.933556,0.066375,0.112083
CCTV01^20260318-110000-20260318-120000_000237.txt,3,0.525703,0.879125,0.067203,0.197639
CCTV01^20260318-110000-20260318-120000_000237.txt,3,0.796586,0.915118,0.068031,0.163708
CCTV01^20260318-110000-20260318-120000_000237.txt,3,0.787871,0.624556,0.063883,0.092917
CCTV01^20260318-110000-20260318-120000_000237.txt,10,0.103,0.517625,0.151,0.177
CCTV01^20260318-110000-20260318-120000_000237.txt,10,0.209195,0.53916,0.071344,0.169625
CCTV01^20260318-110000-20260318-120000_000237.txt,10,0.212098,0.432229,0.100383,0.132736
CCTV01^20260318-110000-20260318-120000_000237.txt,10,0.324102,0.443882,0.146844,0.147486
CCTV01^20260318-110000-20260318-120000_000237.txt,6,0.149461,0.699187,0.207406,0.244847
CCTV01^20260318-110000-20260318-120000_000237.txt,6,0.291332,0.560549,0.056414,0.176986
CCTV01^20260318-110000-20260318-120000_000237.txt,6,0.44025,0.383486,0.087109,0.097194
CCTV01^20260318-110000-20260318-120000_000239.txt,1,0.28677,0.640125,0.029039,0.056194
CCTV01^20260318-110000-20260318-120000_000239.txt,1,0.317879,0.615854,0.023227,0.051625
CCTV01^20260318-110000-20260318-120000_000239.txt,1,0.840969,0.848819,0.025719,0.090111
CCTV01^20260318-110000-20260318-120000_000239.txt,1,0.345672,0.949042,0.035672,0.075222
CCTV01^20260318-110000-20260318-120000_000239.txt,1,0.675043,0.508854,0.019086,0.055903
CCTV01^20260318-110000-20260318-120000_000239.txt,0,0.219148,0.716736,0.041484,0.07375
CCTV01^20260318-110000-20260318-120000_000239.txt,0,0.348992,0.528021,0.024063,0.073597
CCTV01^20260318-110000-20260318-120000_000239.txt,0,0.500402,0.392257,0.023227,0.050153
CCTV01^20260318-110000-20260318-120000_000239.txt,0,0.735191,0.568514,0.029867,0.063417
CCTV01^20260318-110000-20260318-120000_000239.txt,0,0.804465,0.617993,0.030695,0.076542
CCTV01^20260318-110000-20260318-120000_000239.txt,0,0.771695,0.614306,0.019906,0.069167
CCTV01^20260318-110000-20260318-120000_000239.txt,0,0.889508,0.556854,0.01825,0.054569
CCTV01^20260318-110000-20260318-120000_000239.txt,0,0.865445,0.523674,0.01825,0.064903
CCTV01^20260318-110000-20260318-120000_000239.txt,2,0.165641,0.800222,0.050609,0.092917
CCTV01^20260318-110000-20260318-120000_000239.txt,2,0.45809,0.481486,0.026555,0.057528
CCTV01^20260318-110000-20260318-120000_000239.txt,2,0.850094,0.497056,0.025719,0.056194
CCTV01^20260318-110000-20260318-120000_000239.txt,2,0.66384,0.376028,0.023227,0.04425
CCTV01^20260318-110000-20260318-120000_000239.txt,7,0.300871,0.802361,0.058898,0.147639
CCTV01^20260318-110000-20260318-120000_000239.txt,5,0.187207,0.884882,0.082133,0.176986
CCTV01^20260318-110000-20260318-120000_000239.txt,3,0.525289,0.880528,0.069688,0.188944
CCTV01^20260318-110000-20260318-120000_000239.txt,3,0.301285,0.715264,0.064711,0.091444
CCTV01^20260318-110000-20260318-120000_000239.txt,3,0.381348,0.586951,0.067195,0.085542
CCTV01^20260318-110000-20260318-120000_000239.txt,10,0.103414,0.516222,0.153484,0.174194
CCTV01^20260318-110000-20260318-120000_000239.txt,10,0.210855,0.43584,0.106195,0.134069
CCTV01^20260318-110000-20260318-120000_000239.txt,10,0.221641,0.513278,0.086281,0.159139
CCTV01^20260318-110000-20260318-120000_000239.txt,10,0.367656,0.422569,0.155969,0.131417
CCTV01^20260318-110000-20260318-120000_000239.txt,6,0.293406,0.528097,0.048953,0.1475
CCTV01^20260318-110000-20260318-120000_000239.txt,6,0.180574,0.663646,0.191648,0.230097
CCTV01^20260318-110000-20260318-120000_000240.txt,10,0.103,0.519917,0.152656,0.175667
CCTV01^20260318-110000-20260318-120000_000240.txt,10,0.207164,0.43141,0.101219,0.128319
CCTV01^20260318-110000-20260318-120000_000240.txt,10,0.233297,0.502951,0.087109,0.176986
CCTV01^20260318-110000-20260318-120000_000240.txt,10,0.383047,0.413715,0.155969,0.125375
CCTV01^20260318-110000-20260318-120000_000240.txt,6,0.291375,0.512542,0.050609,0.148972
CCTV01^20260318-110000-20260318-120000_000240.txt,6,0.207578,0.63791,0.176719,0.216819
CCTV01^20260318-110000-20260318-120000_000240.txt,7,0.306719,0.690264,0.051437,0.13275
CCTV01^20260318-110000-20260318-120000_000240.txt,5,0.28059,0.841444,0.055586,0.154861
CCTV01^20260318-110000-20260318-120000_000240.txt,5,0.212551,0.79425,0.073852,0.151917
CCTV01^20260318-110000-20260318-120000_000240.txt,3,0.52616,0.879056,0.062227,0.179944
CCTV01^20260318-110000-20260318-120000_000240.txt,3,0.373094,0.596604,0.059734,0.066375
CCTV01^20260318-110000-20260318-120000_000240.txt,3,0.48966,0.440264,0.037336,0.057528
CCTV01^20260318-110000-20260318-120000_000240.txt,2,0.256941,0.683625,0.044805,0.089972
CCTV01^20260318-110000-20260318-120000_000240.txt,2,0.723617,0.497056,0.032359,0.061944
CCTV01^20260318-110000-20260318-120000_000240.txt,2,0.837277,0.536139,0.029039,0.060472
CCTV01^20260318-110000-20260318-120000_000240.txt,2,0.799113,0.433632,0.030695,0.067847
CCTV01^20260318-110000-20260318-120000_000240.txt,1,0.20343,0.944687,0.032359,0.081125
CCTV01^20260318-110000-20260318-120000_000240.txt,1,0.329539,0.826694,0.025719,0.075222
CCTV01^20260318-110000-20260318-120000_000240.txt,1,0.35318,0.791299,0.026547,0.066375
CCTV01^20260318-110000-20260318-120000_000240.txt,1,0.415816,0.505167,0.022398,0.060472
CCTV01^20260318-110000-20260318-120000_000240.txt,1,0.799531,0.529493,0.01825,0.067847
CCTV01^20260318-110000-20260318-120000_000240.txt,0,0.088941,0.851771,0.063883,0.101764
CCTV01^20260318-110000-20260318-120000_000240.txt,0,0.325801,0.598083,0.031523,0.084083
CCTV01^20260318-110000-20260318-120000_000240.txt,0,0.341562,0.493361,0.024891,0.072278
CCTV01^20260318-110000-20260318-120000_000240.txt,0,0.743113,0.786139,0.038164,0.123889
CCTV01^20260318-110000-20260318-120000_000240.txt,0,0.766344,0.669618,0.024891,0.067847
CCTV01^20260318-110000-20260318-120000_000240.txt,0,0.812391,0.659292,0.027375,0.0885
CCTV01^20260318-110000-20260318-120000_000240.txt,0,0.953844,0.638639,0.034844,0.076694
CCTV01^20260318-110000-20260318-120000_000240.txt,0,0.880836,0.546458,0.019906,0.060472
CCTV01^20260318-110000-20260318-120000_000241.txt,10,0.117145,0.643069,0.226492,0.241889
CCTV01^20260318-110000-20260318-120000_000241.txt,10,0.104699,0.525069,0.156805,0.179944
CCTV01^20260318-110000-20260318-120000_000241.txt,1,0.256941,0.817847,0.028211,0.075222
CCTV01^20260318-110000-20260318-120000_000241.txt,1,0.321652,0.804569,0.02157,0.078167
CCTV01^20260318-110000-20260318-120000_000241.txt,1,0.155723,0.717549,0.029867,0.066375
CCTV01^20260318-110000-20260318-120000_000241.txt,1,0.496711,0.398972,0.016594,0.042778
CCTV01^20260318-110000-20260318-120000_000241.txt,1,0.516621,0.394542,0.013273,0.039833
CCTV01^20260318-110000-20260318-120000_000241.txt,1,0.880422,0.759583,0.025719,0.0885
CCTV01^20260318-110000-20260318-120000_000241.txt,1,0.350277,0.613569,0.020742,0.059
CCTV01^20260318-110000-20260318-120000_000241.txt,2,0.136227,0.79941,0.058906,0.097347
CCTV01^20260318-110000-20260318-120000_000241.txt,2,0.307551,0.621681,0.031523,0.063417
CCTV01^20260318-110000-20260318-120000_000241.txt,2,0.848477,0.666667,0.043141,0.079639
CCTV01^20260318-110000-20260318-120000_000241.txt,2,0.884984,0.626111,0.033188,0.075222
CCTV01^20260318-110000-20260318-120000_000241.txt,2,0.771738,0.45059,0.022398,0.063431
CCTV01^20260318-110000-20260318-120000_000241.txt,2,0.837277,0.512542,0.038992,0.089972
CCTV01^20260318-110000-20260318-120000_000241.txt,7,0.370602,0.559021,0.049781,0.109181
CCTV01^20260318-110000-20260318-120000_000241.txt,3,0.525332,0.877583,0.06057,0.179944
CCTV01^20260318-110000-20260318-120000_000241.txt,3,0.470574,0.463125,0.037336,0.04425
CCTV01^20260318-110000-20260318-120000_000241.txt,5,0.300496,0.726403,0.05393,0.131278
CCTV01^20260318-110000-20260318-120000_000241.txt,5,0.244496,0.715333,0.05807,0.135694
CCTV01^20260318-110000-20260318-120000_000241.txt,0,0.769664,0.775076,0.031531,0.081125
CCTV01^20260318-110000-20260318-120000_000241.txt,0,0.815707,0.729354,0.030695,0.084069
CCTV01^20260318-110000-20260318-120000_000241.txt,0,0.982055,0.679208,0.026547,0.078167
CCTV01^20260318-110000-20260318-120000_000241.txt,0,0.940156,0.643069,0.024062,0.064889
CCTV01^20260318-110000-20260318-120000_000241.txt,0,0.380559,0.943951,0.063055,0.100292
CCTV01^20260318-110000-20260318-120000_000241.txt,0,0.332855,0.896757,0.045633,0.094403
CCTV01^20260318-110000-20260318-120000_000241.txt,0,0.284734,0.867257,0.040656,0.088486
CCTV01^20260318-110000-20260318-120000_000241.txt,0,0.198453,0.710917,0.034016,0.076694
CCTV01^20260318-110000-20260318-120000_000241.txt,0,0.433242,0.461646,0.027375,0.053097
CCTV01^20260318-110000-20260318-120000_000241.txt,1,0.189324,0.865049,0.030695,0.110625
CCTV01^20260318-110000-20260318-120000_000241.txt,1,0.167754,0.851764,0.022398,0.075222
CCTV01^20260318-110000-20260318-120000_000241.txt,10,0.246984,0.479354,0.101219,0.162236
CCTV01^20260318-110000-20260318-120000_000241.txt,10,0.405863,0.409292,0.13357,0.137167
CCTV01^20260318-110000-20260318-120000_000241.txt,6,0.269367,0.582569,0.141078,0.18875
